network,domain,site_code,ws_area_ha,cc_mean_annual_precip,cc_mean_annual_temp,vd_mean_eos,vd_mean_los,va_mean_annual_gpp,va_mean_annual_npp,te_slope_mean,te_elev_mean,te_elev_min,te_elev_max,te_aspect_mean,hd_bfi_mean,lg_nlcd_water,lg_nlcd_ice_snow,lg_nlcd_dev_open,lg_nlcd_dev_low,lg_nlcd_dev_med,lg_nlcd_dev_hi,lg_nlcd_barren,lg_nlcd_forest_dec,lg_nlcd_forest_evr,lg_nlcd_forest_mix,lg_nlcd_shrub_dwr,lg_nlcd_shrub,lg_nlcd_grass,lg_nlcd_sedge,lg_lncd_lichens,lg_nlcd_moss,lg_nlcd_pasture,lg_nlcd_crop,lg_nlcd_wetland_wood,lg_nlcd_wetland_herb,pf_soil_org,pf_soil_sand,pf_soil_silt,pf_soil_clay,pf_soil_ph,pi_soil_thickness,ci_mean_annual_et,pd_geo_Al2O3_mean,pd_geo_CaO_mean,pd_geo_CompressStrength_mean,pd_geo_Fe2O3_mean,pd_geo_HydaulicCond_mean,pd_geo_K2O_mean,pd_geo_MgO_mean,pd_geo_N_mean,pd_geo_Na2O_mean,pd_geo_P2O5_mean,pd_geo_S_mean,pd_geo_SiO2_mean
lter,baltimore,DRKR,1411.38383839179,1182.02584871453,12.859551640923694,323.05882352941177,224,14339.11086291334,7267.685382472764,3.422871730052452,130.43308814376388,92.347900390625,168.29908752441406,172.02272389319245,47.83,0,0,23.5,37.2,23.9,10.7,0.7,3.5,0,0.2,0,0,0,0,0,0,0.3,0,0.1,0,1.16,36.53,38.58,24.68,5.89,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,baltimore,BARN,382.395526291699,1201.302674591448,12.688235719496774,321,210,NA,NA,7.422923278896636,169.9142019791642,100.6184310913086,206.9403533935547,168.6940664151745,61.23,0,0,23.9,0.4,0.1,0,0,72.2,0,2.1,0,0.2,0,0,0,0,1,0,0,0,0.51,53.29,31.03,15.68,5.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,baltimore,MCDN,5.61447168170114,NA,NA,323.8235294117647,230,NA,NA,4.070657834835292,145.25941802112715,135.03179931640625,154.3245086669922,121.2316782332708,57,0,0,0,0,0,0,0,26.2,0,0,0,0,0,0,0,0,22.6,51.2,0,0,0.38,57.24,28.33,14.44,5.31,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,baltimore,MAWI,1205.19878087931,1185.174449758581,13.166458215735773,318.94117647058823,220,14871.694554065702,7305.181301708307,4.268683802030184,88.48366001570234,18.739200592041016,161.5032196044922,160.7348956701076,44.84,0,0,27.9,36.6,21.2,6.3,0.1,6.3,0,1.4,0,0.1,0,0,0,0,0,0,0.1,0,0.8,35.43,39.83,25.22,5.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,ALBION,719.531979175105,1024.5161742662954,0.35539916843779096,329.2352941176471,NA,NA,NA,20.31597761723354,3577.2285266266385,3246.922119140625,4043.858154296875,146.22550130640727,66.78,3.9,4.7,0,0,0,0,24.6,0,9,0,0,32.5,23.9,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,GREEN4,5.11032322126968,1024.6900998513768,0.49189126580802733,318.11764705882354,NA,NA,NA,20.21556503415355,3636.2298907141467,3542.715576171875,3744.59814453125,176.1010017412827,67,0,0,0,0,0,0,19.2,0,0,0,0,2.6,78.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,GREEN5,141.941478363502,1182.7952249547932,-1.4607568332706877,329.11764705882354,NA,NA,NA,27.086196587147143,3777.972071008338,3614.71533203125,4049.33642578125,177.7747726317611,66.11,2.4,14.5,0,0,0,0,57.8,0,0,0,0,10.2,15.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,MARTINELLI,3.93612536301239,1024.5161742662954,0.35539916843779096,323.47058823529414,NA,NA,NA,15.743722226382012,3504.3785582951136,3375.68896484375,3615.320068359375,173.48857923916407,67,0,0,0,0,0,0,2.7,0,10.8,0,0,16.2,70.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,NAVAJO,47.3994403313134,1182.7952249547932,-1.4607568332706877,330,NA,NA,NA,24.978652001401517,3841.262059656111,3718.40966796875,4045.734130859375,158.7932533219549,66.1,0,16.7,0,0,0,0,63.1,0,0,0,0,6.9,13.4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,niwot,SADDLE,14.1442382798078,1024.5161742662954,0.35539916843779096,329.29411764705884,NA,NA,NA,7.87940214358313,3489.0040120260473,3390.1943359375,3547.539306640625,186.2916252590087,67,0,0,0,0,0,0,0,0,12.3,0,0,33.5,54.2,0,0,0,0,0,0,0,2.21,64.22,24.04,11.74,5.6,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,AB00,2306.25676308631,547.1483242969698,15.917928346868797,179.41176470588235,NA,15780.426109377111,9368.79207148409,16.79116395503019,304.3597014568783,3.874279737472534,1210.4781494140625,192.2019656429604,15.54,0,0,17.7,14.3,4.6,0.4,0,0,6.8,6.5,0,48.4,1.1,0,0,0,0.1,0,0.1,0,1.58,44.24,29.61,26.15,6.68,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,AT07,1426.15715254228,476.7281505731342,15.656837204275075,170.11764705882354,NA,11501.789215630872,6194.9436367172275,7.744862347010599,84.38748153293909,12.288764953613281,343.93756103515625,196.32640357445766,15.09,0.1,0,35,21.7,11.4,0.8,0.4,0,3.7,1.8,0,20.7,4.3,0,0,0,0,0,0.1,0.1,1.36,45.89,25.51,28.61,6.81,5.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,BC02,1472.25385475115,529.3446004169266,15.535235245163387,197.52941176470588,NA,18241.086154788565,10849.307626954833,19.433569376572606,298.8771378573395,14.808363914489746,940.56402587890625,190.44853991588747,19.54,0.2,0,3.3,1.7,0.6,0,0,0,6.3,4.6,0,71.6,2.2,0,0,0,0.9,8.7,0,0,1.54,43.5,31.81,24.69,6.5,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,DV01,832.785974946234,467.118699849039,14.301108668547778,178.76470588235293,NA,NA,NA,3.2601315667938744,30.296302487267603,2.3167171478271484,166.8697509765625,159.405959364092,18.01,0,0,14,22.6,30.3,1.7,0,0,1.6,0.1,0,16.4,5.5,0,0,0,2.2,4.4,0.1,0.9,NA,NA,NA,NA,NA,17.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,GV01,4967.96841653545,569.2071508835506,15.871362123229527,181.8235294117647,NA,11878.958716456713,6179.444875260841,16.68458606141387,296.5208334389496,21,852,185.94976706483354,28.79,0,0,1.9,0.5,0,0,0,0,21.5,7.6,0,38.4,30,0,0,0,0,0,0,0.1,1.83,40.02,33.48,26.5,6.63,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,HO00,1113.04704168569,660.3839261460816,16.523136343827495,196.35294117647058,NA,16726.497741548803,8094.377664599084,23.446354808208902,436.0395757275516,7.36779260635376,861.89990234375,167.53725008517384,28,0.1,0,1,0.1,0,0,0,0,18.2,26.1,0,52.1,2.4,0,0,0,0,0,0.1,0,1.1,49.16,33.34,17.5,5.55,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,MC00,3063.4035395252,564.4668244850036,16.30207595946319,185.76470588235293,NA,16406.713992386467,9561.244133487497,14.590174662263651,370.84106396286666,6,1213,188.51211140585713,15.92,0.2,0,18.2,15.4,11.1,0.5,0,0,7.8,7.2,0,38.9,0.6,0,0,0,0,0,0,0,1.31,49.73,28.29,21.98,6.25,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,MC06,1674.42356319958,583.0770250790199,16.656543637942352,188.58823529411765,NA,16528.232531781985,9539.31713021376,22.864237792909666,612.3569170370116,92.99315643310547,1212.970703125,193.80718605974548,17.01,0,0,13.3,0.5,0.1,0,0,0,10.9,10.7,0,63.7,0.8,0,0,0,0,0,0,0,1.15,48.43,31.85,19.72,5.71,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,ON02,400.646809219927,518.9553746899998,15.392769978641706,185.52941176470588,NA,NA,NA,20.16016292298822,191.71310495214723,7.923527240753174,457.27252197265625,191.40909507813717,30.19,0,0,1.4,0,0,0,0,0,8.4,9.4,0,65.8,14.8,0,0,0,0,0,0.2,0,1.58,40.23,34.09,25.68,6.85,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,RG01,2072.87888099768,571.226000685239,15.241996633624842,197.11764705882354,NA,14444.609062386195,6856.952518663473,17.671316989239124,346.2151736384919,12.39482307434082,1002.98388671875,178.401779446235,27.24,0,0,3,0.2,0,0,0,0,11.1,12.6,0,34.8,31.2,0,0,0,0.1,6.6,0.1,0,1.27,46.49,32.46,21.05,6.17,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,RS02,553.36493667466,583.5269003586349,16.7758473688443,195.2941176470588,NA,NA,NA,25.054173257335897,755.24268700604,259.654052734375,1160.180908203125,190.30605260171933,17.41,0,0,7.1,0.1,0,0,0,0,11.9,16,0,64.3,0.5,0,0,0,0,0,0.1,0,1.02,50.55,33.38,16.07,5.35,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,SP02,799.968272757155,534.3954501522909,15.545267587764078,195.23529411764707,NA,NA,NA,18.868251676712436,374.68095376801546,18.074357986450195,874.70025634765625,168.63399080005465,18.54,0,0,3,0.8,0.2,0,0,0,6.3,4.5,0,77.6,2.8,0,0,0,0.1,4.4,0.2,0,1.45,44.57,33.13,22.3,6.08,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,FK00,702.756228575375,530.3752751282184,16.553518791291534,203.47058823529412,NA,NA,NA,13.067085102299336,144.47747988468893,9.197072982788086,524.28485107421875,193.35470249289563,28.71,0,0,5,10.6,9.5,1.1,0,0,10,16,0,40.8,3.3,0,0,0,1,2.6,0,0,1.67,44.94,29.36,25.7,7.23,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,TE03,113.96147509274,464.11377570952175,14.932412607538744,175.94117647058823,NA,NA,NA,6.379303764878778,45.425227827206434,3.8752174377441406,118.56671905517578,173.32804677795212,17.55,0,0,1.7,7.5,8.3,0.2,0,0,0.4,0,0,49.6,29.7,0,0,0,1.6,0,0,0.9,1.9,31.86,28.37,39.77,7.69,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,SM04,929.187344913418,542.4737491815467,16.460169062800944,189.58823529411765,NA,NA,NA,24.85791371233537,528.7916261703497,58.39057922363281,1176.119140625,191.9892941086065,28.79,0.1,0,0.8,0.1,0,0,0,0,25.5,48.8,0,23.2,1.4,0,0,0,0,0,0,0,1.59,43.77,32.89,23.34,6.33,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,CP00,3871.33507690805,562.7331258448569,16.864214527019083,209,NA,16830.752132782276,9448.853485277808,21.644783060750953,511.84177120328434,12,1415,191.6712904468995,30.75,0,0,2.2,0.8,0.6,0,0,0,30.1,31.2,0,20.6,6.6,0,0,0,0.4,7.2,0.1,0,1.68,45.24,31.6,23.16,6.55,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,SM01,959.737184416204,542.4737491815467,16.460169062800944,191.1764705882353,NA,NA,NA,24.02842550259994,501.1887126144113,10.750747680664062,1178.6204833984375,191.83276592275058,28.72,0.1,0,1.5,1.7,0.8,0.1,0,0,24.5,46.5,0,22.8,1.4,0,0,0,0.6,0.1,0,0.1,1.57,45.03,32.11,22.85,6.37,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,santa_barbara,RN01,3812.03643069851,616.8304001773067,16.781065932564353,212.8235294117647,NA,15695.980248834494,9030.846275708862,20.576309295083966,462.05801419566717,8,1464,198.02929952065148,32.87,0,0,2.6,0.3,0.1,0,0,0,30.7,25.8,0,26.5,10.8,0,0,0,0.4,2.9,0,0,1.07,40.57,31.98,27.45,6.99,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,bonanza,C2,360.244866543256,NA,NA,NA,NA,NA,NA,11.287087337746339,593.7853213908078,346.435302734375,750.87548828125,192.27457677631887,NA,0,0,0,0,0,0,0,34,42.9,22.3,0,0.5,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,bonanza,C3,483.777254429203,NA,NA,NA,NA,NA,NA,11.78002057502261,539.9276292871418,313.20257568359375,778.1783447265625,158.45415399236003,NA,0,0,0,0,0,0,0,0.8,63.7,20.5,0,4.8,0,0,0,0,0,0,10.2,0,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,bonanza,C4,936.068302729278,NA,NA,NA,NA,NA,NA,11.23607359662014,539.8285246703002,263.61065673828125,783.7481689453125,155.21594581585555,NA,0.1,0,0,0,0,0,2.4,45,19.4,7,1,23.7,0,0,0,0,0,0,1.6,0,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,bohner_b5,105.085426998562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,adams_weir,9.87685015353471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,aiken_f5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,anderson_h1,160.091132353237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,canada_f1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,common_c1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,crescent_f8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,delta_f10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,green_f9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,harnish_f11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,harnish_f7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,lostseal_f3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,onyx_vnda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,onyx_lwright,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,vguerard_f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,house_h2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,huey_f2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,santafe_b2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,priscu_b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,mcmurdo,lawson_b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,plum,cart_creek,473.859999666422,1236.1771502542774,9.519687149581914,337.2352941176471,228,NA,NA,4.024313204405597,19.263724632582353,0.9497330188751221,37.981746673583984,183.47836142421107,53.3,0,0,2.2,1.8,3.3,0,0.3,44.6,1.1,8.2,0,1.2,0.7,0,0,0,0.9,0,35.3,0.4,7.44,57.77,30.11,11.79,5.47,34.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,plum,saw_mill_brook,343.853292017754,1220.088825839429,9.787420835634311,328.3529411764706,217,NA,NA,2.200699537668696,47.08924084486365,32.78227615356445,77.35398864746094,177.07279044385916,56,0,0,24,26.5,36.9,3.5,0.1,5.2,0.5,1.2,0,0,0,0,0,0,0.3,0,1.7,0,8.34,67.42,25.03,5.32,5.33,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,plum,bear_meadow,319.286987998334,1231.178300409377,9.98464031688821,333.8235294117647,230,NA,NA,1.9765064200228357,28.22076064515577,22.18573760986328,61.35094451904297,165.1367981242014,55,0,0,6.1,8.3,8,1.3,0.6,12.8,2.3,12.9,0,0,1.6,0,0,0,0.7,0,45.3,0.1,35.05,75.81,18.42,2.76,5.19,46.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,plum,upper_ipswich,4583.83374417321,1236.4906502509607,9.935167279293996,327.70588235294116,221,14978.069208845869,7964.430478964215,1.8258687724582103,32.397081961876516,20,82,213.22610880322028,55.17,1.2,0,18.1,22.5,21.8,4.1,0.1,6.2,2.8,5.2,0,0.1,0.2,0,0,0,0.4,0,16.7,0.5,17.53,75.07,19.4,3.3,5.29,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_-0.1,11571.5579875445,NA,NA,NA,NA,NA,NA,3.8955611434538957,988.3562814070352,740,1447,169.6598247432604,NA,0.3,0.5,0,0.1,0,0,22.2,0,0,0,69.8,2.7,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_-0.177,11317.4891925631,NA,NA,NA,NA,NA,NA,3.9484675209765157,992.6147260273973,743,1447,167.95301915370183,NA,0.3,0.5,0,0,0,0,22.7,0,0,0,69.7,2.3,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_-0.3,11294.3138666927,NA,NA,NA,NA,NA,NA,3.9517479725885423,993.1563680054926,745,1447,168.16888458500182,NA,0.3,0.5,0,0,0,0,22.8,0,0,0,69.7,2.3,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_-0.47,11224.9845807174,NA,NA,NA,NA,NA,NA,3.9596458045870935,993.62856156104294,746,1447,168.4539044673523,NA,0.3,0.5,0,0,0,0,22.8,0,0,0,69.7,2.3,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_-0.7,11183.3686152631,NA,NA,NA,NA,NA,NA,3.965566559170526,994.4262437164153,748,1447,168.73176858679668,NA,0.3,0.5,0,0,0,0,22.9,0,0,0,69.6,2.3,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_0,11571.5579875447,NA,NA,NA,NA,NA,NA,3.8955611434538957,988.3562814070352,740,1447,169.6598247432604,NA,0.3,0.5,0,0.1,0,0,22.2,0,0,0,69.8,2.7,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_0.3,4.77016385091455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_0.56,11484.6061832042,NA,NA,NA,NA,NA,NA,3.7112132299497875,979.0154699848663,738,1447,173.34673800269445,NA,0.3,0.4,0,0.1,0,0,20.4,0,0,0,71,3.2,0,4.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_0.74,0.29943307258859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_1,4.17675581870265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_1.39,2.387809734641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lter,arctic,Kuparuk_River_1.5,14084.4091464408,NA,NA,NA,NA,NA,NA,3.567246001092195,975.8329431207823,733,1447,152.9072820466238,NA,0.4,0.4,0,0.3,0,0,18.3,0,0,0,72,3.5,0,4.8,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
