VariableCode,VariableName,SampleRegimen,Unit,Observations,FirstRecordUTC,LastRecordUTC,MeanObsPerDay,PercentFlagged,PercentImputed
Br,Bromide,grab-nonsensor,mg/L,3,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,0
Ca,Calcium,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
Cl,Chloride,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
DOC,Dissolved Organic Carbon,grab-nonsensor,mg/L,4,1996-12-26T00:00:00Z,2013-01-20T00:00:00Z,0,0,0
F,Fluorine,grab-nonsensor,mg/L,3,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,0
K,Potassium,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
Li,Lithium,grab-nonsensor,mg/L,4,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,0
Mg,Magnesium,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
Na,Sodium,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
NH4_N,Ammonium-N,grab-nonsensor,mg/L,10,1996-12-26T00:00:00Z,2013-01-20T00:00:00Z,0,0,50
NO2_N,Nitrite-N,grab-nonsensor,mg/L,2,1996-12-26T00:00:00Z,2013-01-20T00:00:00Z,0,0,0
NO3_N,Nitrate-N,grab-nonsensor,mg/L,10,1996-12-26T00:00:00Z,2013-01-20T00:00:00Z,0,0,50
Si,Silicon,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
SO4_S,Sulfate-S,grab-nonsensor,mg/L,14,1996-12-26T00:00:00Z,2009-01-26T00:00:00Z,0,0,64.29
spCond,Specific Conductivity,grab-sensor,uS/cm,444,1996-12-25T00:00:00Z,2016-02-16T00:00:00Z,0.1,59.01,2.93
SRP,Soluble Reactive Phosphorus,grab-nonsensor,mg/L,10,1996-12-26T00:00:00Z,2013-01-20T00:00:00Z,0,0,50
temp,Water Temperature,grab-sensor,degrees C,947,1996-12-25T00:00:00Z,2016-02-29T00:00:00Z,0.1,82.26,0
