uniqueID,waterYr,date,timeEST,site,pH,pHmetrohm,DIC,spCond,temp,ANCMet,gageHt,hydroGraph,flowGageHt,precipCatch,fieldCode,notes,datetime,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,theoryCond,ionBalance,ionError,duplicate,sampleType
W1_20140517_1500,2013,5/17/14,15:00,W1,5.3,NA,NA,15,11.6,NA,0.67, F ,26.5397,NA,NA,NA,5/17/14 15:00,1.6184,0.1706,0.2512,0.5653,0.1084,0.0534,0.179,0.0147,2.3096,3.4932,0.5582,0.001,3.0929,0.8443,0.0411,4.8549,0.0213,0.0125,0.025,143.6976,-137.3315,19.5918,6.3661,0.0453,,ISCO
W1_20140518_1500,2013,5/18/14,15:00,W1,5.41,NA,NA,13.9,11.6,NA,0.41, L ,7.8898,NA,NA,NA,5/18/14 15:00,1.5697,0.1734,0.2265,0.6353,0.0813,0.0395,0.1631,0.0155,2.4986,2.9602,0.5149,0.001,2.648,0.7272,0.0352,5.1021,0.0169,0.0125,0.0204,139.8151,-132.7245,18.6388,7.0906,0.052,,ISCO
W1_20140519_1030,2013,5/19/14,10:30,W1,5.43,NA,35,13.6,9.3,NA,0.371, L ,6.1637,NA,NA,NA,5/19/14 10:30,1.5618,0.2018,0.2237,0.7882,0.0882,0.0404,0.174,0.0105,2.3726,2.6422,0.5019,0.001,2.5139,0.6646,0.0317,5.6876,0.0135,0.0125,0.01,148.6486,-124.3333,18.4482,24.3153,0.1781,,Routine
W1_20140519_1500,2013,5/19/14,15:00,W1,5.47,NA,NA,13.5,9.9,NA,0.34, F ,4.9687,NA,NA,NA,5/19/14 15:00,1.4994,0.1685,0.1786,0.6244,0.0715,0.0358,0.1493,0.0132,2.5472,2.7023,0.4969,0.001,2.5332,0.6767,0.0324,5.1187,0.0122,0.0125,0.0231,132.4805,-128.3941,17.7606,4.0864,0.0313,,ISCO
W1_20140520_1500,2013,5/20/14,15:00,W1,5.49,NA,NA,13.3,11.8,NA,0.29, L ,3.3544,NA,NA,NA,5/20/14 15:00,1.4989,0.169,0.1642,0.6513,0.0812,0.0386,0.1456,0.011,2.5466,2.5501,0.4905,0.001,2.4484,0.6635,0.0789,5.2168,0.0111,0.0125,0.0239,134.1108,-125.9235,17.6361,8.1873,0.063,,ISCO
W1_20140526_1005,2013,5/26/14,10:05,W1,5.57,NA,40,12.8,10.4,NA,0.28, L ,3.0759,NA,NA,NA,5/26/14 10:05,1.3818,0.177,0.1216,0.7204,0.0622,0.0341,0.0968,0.0282,2.6323,2.2271,0.4891,0.001,2.3517,0.5995,0.0745,5.2642,0.009,0.0125,0.0254,129.139,-123.4745,16.8714,5.6645,0.0448,,Routine
W2_20130603_1205,2013,6/3/13,12:05,W2,5.64,NA,32,9.5,12.7,NA,0.305, L ,6.8478,NA,NA,NA,6/3/13 12:05,0.5469,0.1168,0.0656,0.8199,0.0488,0.0213,0.0576,0.0032,2.6828,0.015,0.4701,0.0031,1.6988,0.0835,0.081,2.5289,0.0073,0.0125,0.0688,82.1384,-80.4581,11.1532,1.6803,0.0207,,Routine
W2_20130610_1020,2013,6/10/13,10:20,W2,5.56,NA,49,9.8,11.2,NA,0.205, F ,2.5881,NA,NA,NA,6/10/13 10:20,0.6163,0.1295,0.0362,0.7741,0.0443,0.0194,0.0836,0.0032,2.7998,0.015,0.3525,0.0058,1.4688,0.0919,0.0886,5.4309,0.0063,0.0125,0.043,83.8655,-80.8853,11.3881,2.9802,0.0362,,Routine
W2_20130617_1000,2013,6/17/13,10:00,W2,5.66,NA,43,9.6,11.5,NA,0.195, L ,2.2898,NA,NA,NA,6/17/13 10:00,0.6215,0.134,0.0581,0.7708,0.0442,0.0203,0.0882,0.0065,2.8589,0.015,0.3098,0.0062,1.6411,0.0862,0.0783,5.905,0.006,0.0125,0.0298,84.5177,-80.5126,11.2416,4.0051,0.0485,,Routine
W2_20130624_1110,2013,6/24/13,11:10,W2,5.63,NA,36,10,14.7,NA,0.145, L ,1.1084,NA,NA,NA,6/24/13 11:10,0.5854,0.1229,0.0425,0.7644,0.0341,0.0177,0.0741,0.0032,2.889,0.015,0.3503,0.0032,1.4471,0.0769,0.0718,6.0139,0.0054,0.0125,0.0392,79.9834,-80.2245,11.0749,-0.2411,-0.003,,Routine
W2_20130701_1005,2013,7/1/13,10:05,W2,5.62,NA,43,9.8,14.1,NA,0.229, L ,3.3942,NA,NA,NA,7/1/13 10:05,0.5905,0.125,0.0442,0.8046,0.0442,0.0206,0.0909,0.0032,2.6131,0.015,0.2796,0.001,1.6616,0.0805,0.0847,5.4083,0.0077,0.0125,0.0325,83.3773,-78.3411,10.9413,5.0362,0.0623,,Routine
W2_20130707_1050,2013,7/7/13,10:50,W2,5.64,NA,38,9.7,16,NA,0.182, L ,1.9338,NA,NA,NA,7/7/13 10:50,0.6093,0.125,0.0356,0.8271,0.0337,0.0191,0.0733,0.0116,2.6558,0.015,0.3271,0.002,1.6589,0.0961,0.0871,6.0015,0.0077,0.0125,0.0275,84.264,-78.6524,10.9946,5.6116,0.0689,,Routine
W2_20130715_1000,2013,7/15/13,10:00,W2,5.66,NA,38,9.6,16.8,NA,0.165, L ,1.521,NA,NA,NA,7/15/13 10:00,0.5969,0.1217,0.0393,1.0026,0.0336,0.0184,0.0861,0.0032,2.7462,0.015,0.2847,0.0041,1.5894,0.0934,0.0951,6.1842,0.01,0.0125,0.0367,90.5235,-80.2953,11.3956,10.2282,0.1198,,Routine
W2_20130722_0950,2013,7/22/13,9:50,W2,5.59,NA,60,10.1,16.2,NA,0.09, L ,0.3447,NA,NA,NA,7/22/13 9:50,0.6287,0.1169,0.0269,0.781,0.0463,0.018,0.0687,0.0032,2.6749,0.015,0.2769,0.001,1.6615,0.0582,0.0593,6.3888,0.0123,0.0125,0.0428,83.5482,-84.3499,11.3241,-0.8017,-0.0095,,Routine
W2_20130729_0945,2013,7/29/13,9:45,W2,5.72,NA,46,9.7,15.7,NA,0.155, L ,1.305,NA,NA,NA,7/29/13 9:45,0.6222,0.116,0.0345,0.8051,0.0406,0.0162,0.0632,0.0032,2.6309,0.015,0.2852,0.002,1.6427,0.0669,0.0663,6.2408,0.0109,0.0125,0.0479,83.0976,-78.6719,10.8091,4.4257,0.0547,,Routine
W2_20130805_1015,2013,8/5/13,10:15,W2,5.66,NA,43,9.3,13.7,NA,0.154, L ,1.2845,NA,NA,NA,8/5/13 10:15,0.6129,0.1266,0.0215,0.8946,0.0387,0.0158,0.0696,0.0068,2.6689,0.015,0.3102,0.0072,1.5164,0.0555,0.0501,6.4731,0.0095,0.0125,0.0446,87.3398,-78.9424,11.1358,8.3974,0.101,,Routine
W2_20130812_1050,2013,8/12/13,10:50,W2,5.72,NA,48,9.3,14.8,NA,0.172, L ,1.6839,NA,NA,NA,8/12/13 10:50,0.6074,0.114,0.0213,0.885,0.0355,0.017,0.0726,0.0032,2.6507,0.015,0.271,0.001,1.5566,0.0864,0.0869,6.018,0.0088,0.0125,0.0565,84.7608,-77.1552,10.804,7.6055,0.0939,,Routine
W2_20130819_1155,2013,8/19/13,11:55,W2,5.69,NA,87,9.7,15.5,NA,0.08, L ,0.2583,NA,NA,NA,8/19/13 11:55,0.6128,0.1215,0.0122,0.9172,0.0361,0.0183,0.0615,0.0032,2.7046,0.015,0.2905,0.0026,1.4903,0.0883,0.0871,6.4541,0.0065,0.0125,0.0365,87.0244,-82.2545,11.2421,4.7698,0.0564,,Routine
W2_20130903_0955,2013,9/3/13,9:55,W2,5.78,NA,42,9.5,15.7,NA,0.205, L ,2.5881,NA,NA,NA,9/3/13 9:55,0.6727,0.1262,0.0367,0.9698,0.0389,0.0217,0.0665,0.0067,2.6357,0.015,0.3069,0.0031,1.8385,0.0927,0.0869,6.2739,0.014,0.0125,0.0368,93.4382,-80.7652,11.3771,12.6729,0.1455,,Routine
W2_20130903_0955_Dup,2013,9/3/13,9:55,W2,5.78,NA,42,9.5,15.7,NA,0.205, L ,2.5881,NA,NA,NA,9/3/13 9:55,0.6523,0.1223,0.0365,0.9621,0.0365,0.0188,0.0808,0.0032,2.6153,0.015,0.3012,0.0031,1.8194,0.0868,0.0856,6.2988,0.0139,0.0125,0.0411,91.2959,-80.0901,11.2138,11.2059,0.1308,Dup,Routine
W2_20130909_1055,2013,9/9/13,10:55,W2,5.85,NA,66,9.2,12.1,NA,0.04, L ,0.0473,NA,NA,NA,9/9/13 10:55,0.6425,0.1288,0.0132,1.0036,0.0379,0.0184,0.0751,0.0032,2.5942,0.015,0.3336,0.0043,1.452,0.0699,0.0653,7.2336,0.0075,0.0125,0.0507,92.4595,-84.0458,11.3817,8.4137,0.0953,,Routine
W2_20130916_1045,2013,9/16/13,10:45,W2,5.67,NA,42,9,12.4,NA,0.142, L ,1.0531,NA,NA,NA,9/16/13 10:45,0.5744,0.1117,0.0335,0.7454,0.0446,0.02,0.0778,0.0065,2.6837,0.015,0.2972,0.0033,1.6438,0.0611,0.0561,5.5432,0.0077,0.0125,0.0446,78.59,-77.4392,10.6188,1.1508,0.0148,,Routine
W2_20130916_1045_Dup,2013,9/16/13,10:45,W2,5.67,NA,42,9,12.4,NA,0.142, L ,1.0531,NA,NA,NA,9/16/13 10:45,0.5888,0.1137,0.0245,0.7378,0.0444,0.0196,0.0829,0.0032,2.6206,0.015,0.2853,0.0033,1.6326,0.0898,0.0922,5.5793,0.0078,0.0125,0.033,78.7108,-75.7324,10.5031,2.9784,0.0386,Dup,Routine
W2_20130923_1050,2013,9/23/13,10:50,W2,5.69,NA,40,9.2,10.4,NA,0.13, L ,0.8483,NA,NA,NA,9/23/13 10:50,0.6224,0.1231,0.0494,0.7562,0.0359,0.0185,0.0757,0.0146,2.6437,0.015,0.3507,0.003,1.5444,0.0602,0.0455,5.9945,0.0138,0.0125,0.0283,82.1866,-79.288,10.8675,2.8986,0.0359,,Routine
W2_20130930_0925,2013,9/30/13,9:25,W2,5.67,NA,101,9.8,11.6,NA,0.064, L ,0.1496,NA,NA,NA,9/30/13 9:25,0.6098,0.1198,0.0359,0.8615,0.041,0.0185,0.0714,0.0032,2.7405,0.015,0.3199,0.0027,1.4414,0.0644,0.062,6.7009,0.0088,0.0125,0.0306,85.5532,-83.1971,11.3152,2.3561,0.0279,,Routine
W2_20131007_0830,2013,10/7/13,8:30,W2,5.85,NA,93,12.1,11.1,NA,0.1, L ,0.4462,NA,NA,NA,10/7/13 8:30,0.5746,0.1564,0.808,0.9509,0.0405,0.025,0.0815,0.0032,2.8805,0.015,0.4638,0.0023,2.8234,0.0971,0.0967,6.8553,0.0285,0.0125,0.0477,109.6602,-108.641,14.097,1.0193,0.0093,,Routine
W2_20131015_0935,2013,10/15/13,9:35,W2,5.73,NA,66,9.7,11.4,NA,0.103, L ,0.4797,NA,NA,NA,10/15/13 9:35,0.6368,0.141,0.087,1.0409,0.032,0.0175,0.0599,0.0032,2.8886,0.015,0.3764,0.001,1.5293,0.073,0.0747,6.7128,0.0158,0.0125,0.0348,96.4796,-88.5447,12.2072,7.9349,0.0858,,Routine
W2_20131021_0945,2013,10/21/13,9:45,W2,5.74,NA,47,9.8,9.4,NA,0.139, L ,0.9994,NA,NA,NA,10/21/13 9:45,0.615,0.1499,0.094,1.0232,0.0346,0.0191,0.0556,0.0032,2.9589,0.015,0.4235,0.001,1.5453,0.0798,0.0825,6.5012,0.0185,0.0125,0.031,95.776,-87.8171,12.2198,7.9589,0.0867,,Routine
W2_20131028_0955,2013,10/28/13,9:55,W2,5.72,NA,50,9.8,6.6,NA,0.117, L ,0.6554,NA,NA,NA,10/28/13 9:55,0.578,0.1717,0.0713,0.8897,0.0303,0.0176,0.0725,0.0032,2.9754,0.015,0.4256,0.0026,1.4386,0.0691,0.0682,5.9934,0.0088,0.0125,0.0293,88.9442,-89.0405,11.9361,-0.0963,-0.0011,,Routine
W2_20131104_1110,2013,11/4/13,11:10,W2,5.61,NA,35,9.3,5.4,NA,0.205, L ,2.5881,NA,NA,NA,11/4/13 11:10,0.5199,0.1371,0.1403,0.9784,0.0423,0.0233,0.0216,0.0075,2.9304,0.015,0.4829,0.001,1.6249,0.0812,0.0709,0.4764,0.0085,0.0125,0.0348,90.9377,-89.0968,12.2395,1.8409,0.0205,,Routine
W2_20131104_1110_Dup,2013,11/4/13,11:10,W2,5.61,NA,35,9.3,5.4,NA,0.205, L ,2.5881,NA,NA,NA,11/4/13 11:10,0.5119,0.1351,0.1343,0.9339,0.0439,0.0219,0.0263,0.0032,2.8943,0.015,0.4695,0.001,1.619,0.0802,0.0798,0.4749,0.0083,0.0125,0.0299,88.2312,-87.9378,12.0216,0.2935,0.0033,Dup,Routine
W2_20131111_1210,2013,11/11/13,12:10,W2,5.66,NA,33,9.7,4.3,NA,0.21, L ,2.7454,NA,NA,NA,11/11/13 12:10,0.5601,0.144,0.1238,0.9701,0.0338,0.0181,0.0532,0.0032,3.0085,0.015,0.438,0.0021,1.5747,0.0687,0.0675,5.6571,0.0025,0.0125,0.0245,91.2846,-88.9071,12.1884,2.3775,0.0264,,Routine
W2_20131118_1100,2013,11/18/13,11:00,W2,5.53,NA,31,10.2,6.3,NA,0.9, F ,96.9255,NA,911,NA,11/18/13 11:00,0.6477,0.1664,0.2764,0.9123,0.0572,0.0329,0.0823,0.0032,2.4699,0.6443,0.523,0.0021,2.2595,0.2366,0.089,4.7814,0.0202,0.0125,0.0478,102.2545,-91.2661,13.1971,10.9884,0.1136,,Routine
W2_20131125_1045,2013,11/25/13,10:45,W2,5.6,NA,39,10,0.1,NA,0.19, L ,2.1487,NA,NA,NA,11/25/13 10:45,0.599,0.1532,0.0866,0.8531,0.0374,0.021,0.0493,0.0032,3.0392,0.0501,0.4448,0.001,1.3831,0.0776,0.065,5.4239,0.0058,0.0125,0.0292,88.6681,-86.8457,12.118,1.8224,0.0208,,Routine
W2_20131202_1225,2013,12/2/13,12:25,W2,5.58,NA,35,8.1,1.4,NA,0.232, L ,3.5041,NA,NA,NA,12/2/13 12:25,0.6076,0.1389,0.0844,0.7086,0.0406,0.0207,0.0617,0.0032,2.8123,0.1401,0.43,0.002,1.5583,0.1217,0.089,4.8663,0.0072,0.0125,0.0375,82.0468,-84.0329,11.5559,-1.9861,-0.0239,,Routine
W2_20131209_1225,2013,12/9/13,12:25,W2,5.58,NA,34,9.6,0.2,NA,0.22, L ,3.0767,NA,NA,NA,12/9/13 12:25,0.536,0.128,0.1275,1.1392,0.0384,0.0198,0.0494,0.0085,2.8914,0.1273,0.4433,0.0039,1.5336,0.1324,0.0971,4.9961,0.0055,0.0125,0.0255,97.4635,-86.3007,12.4605,11.1629,0.1215,,Routine
W2_20131216_1105,2013,12/16/13,11:05,W2,5.65,NA,44,10.1,0.2,NA,0.165, L ,1.521,NA,NA,NA,12/16/13 11:05,0.5759,0.14,0.1311,1.0849,0.0328,0.0196,0.0667,0.0094,2.9302,0.1487,0.3989,0.0042,1.4536,0.1113,0.0704,5.3723,0.0025,0.0125,0.0348,97.2129,-86.0354,12.3274,11.1775,0.122,,Routine
W2_20131223_1140,2013,12/23/13,11:40,W2,5.55,NA,35,9.7,1.1,NA,0.34, L ,8.9349,NA,NA,NA,12/23/13 11:40,0.6145,0.1431,0.1,0.8563,0.0511,0.0224,0.0818,0.0099,2.5473,0.3719,0.3974,0.0027,1.4968,0.173,0.0813,4.6354,0.0131,0.0125,0.0317,91.3031,-81.2874,11.8495,10.0156,0.1161,,Routine
W2_20131230_1125,2013,12/30/13,11:25,W2,5.58,NA,37,9.9,0.5,NA,0.199, L ,2.4065,NA,NA,NA,12/30/13 11:25,0.5897,0.1382,0.0777,0.8164,0.0452,0.0193,0.0758,0.0032,2.7803,0.2079,0.4085,0.0029,1.2872,0.1261,0.0773,5.0875,0.0058,0.0125,0.0352,86.1413,-81.8751,11.6536,4.2663,0.0508,,Routine
W2_20140107_0940,2013,1/7/14,9:40,W2,5.52,NA,34,9.9,0.1,NA,0.381, L ,11.8082,NA,NA,NA,1/7/14 9:40,0.6394,0.1453,0.0957,0.7059,0.0625,0.0227,0.0891,0.0032,2.55,0.6069,0.3915,0.001,1.4336,0.1926,0.0521,4.429,0.0142,0.0125,0.0374,87.1662,-85.5892,12.0511,1.577,0.0183,,Routine
W2_20140113_1030,2013,1/13/14,10:30,W2,5.5,NA,32,9.6,0.8,NA,0.37, F ,10.9907,NA,NA,NA,1/13/14 10:30,0.62,0.138,0.0956,0.621,0.0579,0.0243,0.0804,0.0032,2.5345,0.6526,0.3323,0.001,1.522,0.2063,0.0562,4.4369,0.0173,0.0125,0.0312,81.5369,-83.8738,11.6678,-2.3369,-0.0283,,Routine
W2_20140113_1030_Dup,2013,1/13/14,10:30,W2,5.5,NA,32,9.6,0.8,NA,0.37, F ,10.9907,NA,NA,NA,1/13/14 10:30,0.6584,0.1437,0.1321,0.6773,0.061,0.0251,0.0826,0.0032,2.4672,0.6357,0.325,0.0022,1.5249,0.2095,0.0694,4.54,0.018,0.0125,0.0305,87.6434,-82.1292,11.8785,5.5142,0.065,Dup,Routine
W2_20140120_1130,2013,1/20/14,11:30,W2,5.56,NA,34,9.3,0.4,NA,0.24, L ,3.8075,NA,NA,NA,1/20/14 11:30,0.6157,0.1385,0.0836,0.6847,0.0486,0.0214,0.0886,0.0032,2.7256,0.2682,0.3621,0.001,1.3659,0.1176,0.0556,5.0942,0.0071,0.0125,0.0271,82.375,-79.8142,11.3801,2.5608,0.0316,,Routine
W2_20140127_1025,2013,1/27/14,10:25,W2,5.62,NA,67,10.7,0.1,NA,0.17, L ,1.6363,NA,NA,NA,1/27/14 10:25,0.6661,0.148,0.0866,0.7173,0.0426,0.0183,0.0554,0.007,2.9127,0.2133,0.389,0.001,1.3359,0.112,0.0583,5.2013,0.0063,0.0125,0.0512,86.3531,-87.0316,11.9378,-0.6785,-0.0078,,Routine
W2_20140203_1040,2013,2/3/14,10:40,W2,5.62,NA,63,10,0.2,NA,0.155, L ,1.305,NA,NA,NA,2/3/14 10:40,0.7213,0.1618,0.1096,0.9517,0.0403,0.0169,0.048,0.0032,2.9617,0.1946,0.3972,0.001,1.288,0.1099,0.0633,5.4745,0.0097,0.0125,0.0439,100.5572,-91.7417,12.9459,8.8155,0.0917,,Routine
W2_20140210_1225,2013,2/10/14,12:25,W2,5.65,NA,63,10.1,0.4,NA,0.14, L ,1.0171,NA,NA,NA,2/10/14 12:25,0.7225,0.1633,0.1124,0.8566,0.038,0.0184,0.0472,0.0032,3.038,0.2266,0.4331,0.001,1.2965,0.1005,0.0446,5.5063,0.0085,0.0125,0.0285,96.2656,-91.404,12.7651,4.8615,0.0518,,Routine
W2_20140217_1230,2013,2/17/14,12:30,W2,5.65,NA,56,10.4,0.6,NA,0.13, L ,0.8483,NA,NA,NA,2/17/14 12:30,0.697,0.1715,0.1218,0.8819,0.0348,0.0175,0.0523,0.0199,2.9991,0.2032,0.4352,0.001,1.2898,0.108,0.0466,5.7842,0.0057,0.0125,0.0272,97.5712,-89.9441,12.671,7.6271,0.0813,,Routine
W2_20140224_1415,2013,2/24/14,14:15,W2,5.58,NA,56,10.5,0.8,NA,0.151, L ,1.2241,NA,NA,NA,2/24/14 14:15,0.6361,0.1522,0.0812,0.7803,0.0295,0.0141,0.0564,0.0032,3.1182,0.2435,0.4539,0.001,1.2264,0.1203,0.0658,5.1478,0.0025,0.0125,0.0303,86.3787,-92.3821,12.4354,-6.0034,-0.0672,,Routine
W2_20140303_1135,2013,3/3/14,11:35,W2,5.67,NA,45,10.6,0.8,NA,0.13, L ,0.8483,NA,NA,NA,3/3/14 11:35,0.5774,0.1405,0.096,0.8913,0.0344,0.0155,0.0489,0.0032,3.1574,0.193,0.3698,0.0024,1.2323,0.1037,0.0575,5.2121,0.0025,0.0125,0.0241,87.7433,-92.1828,12.267,-4.4395,-0.0493,,Routine
W2_20140310_1025,2013,3/10/14,10:25,W2,5.68,NA,54,10.3,0.9,NA,0.115, L ,0.6283,NA,NA,NA,3/10/14 10:25,0.6764,0.1602,0.094,0.8663,0.0337,0.0129,0.0552,0.0099,3.2105,0.1927,0.4096,0.001,1.3114,0.1139,0.0626,5.4463,0.0025,0.0125,0.0308,93.4073,-94.4612,12.7428,-1.0539,-0.0112,,Routine
W2_20140317_1050,2013,3/17/14,10:50,W2,5.69,NA,45,10.5,0.9,NA,0.124, L ,0.7556,NA,NA,NA,3/17/14 10:50,0.6689,0.1601,0.0801,0.8322,0.0342,0.0127,0.0517,0.0032,3.1596,0.2059,0.4061,0.0035,1.3923,0.1082,0.0581,5.4411,0.0025,0.0125,0.0322,90.8281,-94.9572,12.5878,-4.129,-0.0444,,Routine
W2_20140324_1125,2013,3/24/14,11:25,W2,5.7,NA,45,10.5,1,NA,0.125, L ,0.7706,NA,NA,NA,3/24/14 11:25,0.6556,0.1611,0.0823,0.8149,0.0297,0.0126,0.0522,0.0032,3.0508,0.1677,0.3607,0.001,1.229,0.1042,0.0623,5.4021,0.0025,0.0125,0.0275,88.9999,-89.8401,12.1124,-0.8402,-0.0094,,Routine
W2_20140331_1025,2013,3/31/14,10:25,W2,5.63,NA,55,10.3,0.6,NA,0.325, L ,8.0002,NA,NA,NA,3/31/14 10:25,0.6251,0.1628,0.1404,0.8556,0.042,0.0187,0.029,0.0032,2.8761,0.4863,0.365,0.001,1.42,0.1802,0.0659,4.6295,0.0113,0.0125,0.0275,92.587,-91.9181,12.5461,0.6689,0.0073,,Routine
W2_20140331_1025_Dup,2013,3/31/14,10:25,W2,5.63,NA,55,10.3,0.6,NA,0.325, L ,8.0002,NA,NA,NA,3/31/14 10:25,0.6561,0.1637,0.1404,0.8808,0.0487,0.0207,0.0578,0.0032,2.8267,0.4768,0.3615,0.001,1.3908,0.167,0.0586,4.6266,0.0119,0.0125,0.0348,96.0565,-90.4918,12.6433,5.5647,0.0597,Dup,Routine
W2_20140407_0840,2013,4/7/14,8:40,W2,5.58,NA,42,9.2,1.2,NA,0.374, F ,11.2839,NA,NA,NA,4/7/14 8:40,0.6013,0.1509,0.1218,0.7762,0.061,0.0218,0.0814,0.0077,2.6304,0.4007,0.359,0.001,1.4933,0.1612,0.0647,4.3741,0.01,0.0125,0.0277,89.1445,-82.2185,11.806,6.926,0.0808,,Routine
W2_20140414_1100,2013,4/14/14,11:00,W2,5.42,NA,30,8.6,4.4,NA,0.675, R ,47.9141,NA,911,NA,4/14/14 11:00,0.5315,0.1215,0.1487,0.6854,0.077,0.0286,0.1018,0.0032,2.238,0.3954,0.2834,0.001,1.8243,0.1688,0.0756,3.6488,0.0126,0.0125,0.0216,82.6763,-72.6874,11.0679,9.989,0.1286,,Routine
W2_20140421_1015,2013,4/21/14,10:15,W2,5.55,NA,28,8.2,4.4,NA,0.277, L ,5.4092,NA,NA,NA,4/21/14 10:15,0.5352,0.1169,0.1453,0.6531,0.0564,0.0233,0.0533,0.0032,2.5972,0.1348,0.3064,0.0024,1.6598,0.1049,0.0708,4.0094,0.006,0.0125,0.0241,77.7288,-76.1267,10.8033,1.6021,0.0208,,Routine
W2_20140428_0850,2013,4/28/14,8:50,W2,5.59,NA,31,8.3,4.7,NA,0.25, L ,4.2078,NA,NA,NA,4/28/14 8:50,0.5445,0.1188,0.1222,0.6767,0.0521,0.0212,0.0508,0.0032,2.751,0.0401,0.3027,0.001,1.6555,0.0634,0.0517,4.2554,0.0051,0.0125,0.0247,78.0579,-74.8378,10.7401,3.2202,0.0421,,Routine
W2_20140505_0955,2013,5/5/14,9:55,W2,5.57,NA,30,8.8,6.9,NA,0.355, L ,9.9313,NA,NA,NA,5/5/14 9:55,0.5271,0.1177,0.1504,0.7429,0.0486,0.0211,0.0745,0.0032,2.6314,0.015,0.3027,0.001,1.7783,0.0966,0.0921,4.1748,0.0055,0.0125,0.0231,80.4211,-77.1569,10.8996,3.2642,0.0414,,Routine
W2_20140512_1055,2013,5/12/14,10:55,W2,5.63,NA,30,7.6,12.2,NA,0.211, L ,2.7776,NA,NA,NA,5/12/14 10:55,0.5667,0.1314,0.1499,0.7667,0.0362,0.0154,0.0607,0.0032,2.8299,0.015,0.289,0.001,1.6033,0.084,0.0805,4.7525,0.0053,0.0125,0.01,82.8245,-80.7276,11.2069,2.0969,0.0256,,Routine
W2_20140519_1020,2013,5/19/14,10:20,W2,5.61,NA,27,8.5,9.4,NA,0.31, L ,7.126,NA,NA,NA,5/19/14 10:20,0.6285,0.1483,0.1759,0.8281,0.042,0.0188,0.1119,0.0032,2.4491,0.015,0.4216,0.001,1.7606,0.0514,0.0492,4.7482,0.0071,0.0125,0.01,91.3959,-77.9263,11.4413,13.4696,0.1591,,Routine
W2_20140526_0955,2013,5/26/14,9:55,W2,5.7,NA,33,8.5,10.4,NA,0.255, L ,4.4169,NA,NA,NA,5/26/14 9:55,0.6418,0.1375,0.1144,0.7978,0.0336,0.0179,0.0665,0.0032,2.5761,0.015,0.3864,0.001,1.7142,0.091,0.0841,4.8806,0.0059,0.0125,0.0277,86.8772,-80.3449,11.1964,6.5323,0.0781,,Routine
W3_20130603_1155,2013,6/3/13,11:55,W3,5.7,NA,35,10.5,12,NA,0.477, L ,11.4665,NA,NA,NA,6/3/13 11:55,0.5862,0.1708,0.1213,0.9706,0.0736,0.0436,0.1139,0.0128,2.7723,0.0337,0.6674,0.0026,2.7577,0.1285,0.1109,2.6415,0.0069,0.0125,0.0693,99.52,-98.1333,13.0433,1.3867,0.014,,Routine
W3_20130610_1015,2013,6/10/13,10:15,W3,5.82,NA,56,10.9,10.7,NA,0.32, L ,4.2777,NA,NA,NA,6/10/13 10:15,0.6751,0.1981,0.0788,0.941,0.0552,0.0341,0.1227,0.0032,2.9158,0.015,0.4913,0.006,2.0523,0.0642,0.0588,5.5776,0.0025,0.0125,0.0506,100.7655,-95.7498,12.8159,5.0157,0.051,,Routine
W3_20130617_0955,2013,6/17/13,9:55,W3,5.92,NA,42,10.7,11,NA,0.319, L ,4.2448,NA,NA,NA,6/17/13 9:55,0.719,0.2098,0.0941,0.928,0.0516,0.0333,0.1131,0.0032,3.0419,0.015,0.4104,0.0068,2.1712,0.105,0.0973,5.994,0.0025,0.0125,0.0282,103.0369,-97.67,12.9635,5.3669,0.0535,,Routine
W3_20130624_1105,2013,6/24/13,11:05,W3,5.91,NA,43,11.5,13.9,NA,0.254, L ,2.4179,NA,NA,NA,6/24/13 11:05,0.6495,0.1927,0.0894,0.9395,0.035,0.026,0.0852,0.0097,3.0649,0.0316,0.4492,0.0033,2.1518,0.095,0.0803,5.7705,0.0025,0.0125,0.0269,97.0814,-101.6718,12.8249,-4.5904,-0.0462,,Routine
W3_20130701_1000,2013,7/1/13,10:00,W3,5.82,NA,45,11.2,13.7,NA,0.364, L ,5.8805,NA,NA,NA,7/1/13 10:00,0.6663,0.195,0.0802,1.0459,0.0453,0.0324,0.1226,0.0032,2.8149,0.04,0.3778,0.001,2.4179,0.1099,0.1007,5.541,0.0025,0.0125,0.0309,103.5766,-91.2978,12.5713,12.2788,0.126,,Routine
W3_20130707_1045,2013,7/7/13,10:45,W3,5.82,NA,38,11,15.4,NA,0.304, L ,3.7687,NA,NA,NA,7/7/13 10:45,0.6657,0.1943,0.0825,1.0589,0.048,0.0335,0.1342,0.0032,2.7875,0.0324,0.4059,0.001,2.4054,0.1274,0.118,5.8819,0.0025,0.0125,0.0352,104.4041,-92.6349,12.6814,11.7692,0.1195,,Routine
